"","symbol","correlation","pvalue","t-test","group"
"110","ANXA4",0.0436300381526851,0.0797228250590274,1.75340347374157,"CNV-mRNA"
"111","ANXA5",0.0571254069889818,0.0217280995049599,2.29732058419253,"CNV-mRNA"
"112","AP1AR",0.179809485206954,3.39881306096987e-13,7.33891408303678,"CNV-mRNA"
"113","AP2A1",0.181448036154339,2.05746995067951e-13,7.40805761060913,"CNV-mRNA"
"114","AP2M1",0.232623043410596,2.83934409275165e-21,9.6031946979915,"CNV-mRNA"
"115","AP3B1",0.169921236791627,6.55694811718992e-12,6.91867029009013,"CNV-mRNA"
"116","AP3B2",0.0481600831446016,0.0530594840208381,1.93586015790574,"CNV-mRNA"
"117","AP3D1",0.171381021705802,4.17364522058594e-12,6.98423295570165,"CNV-mRNA"
"118","APBA1",0.0592481119445061,0.0172883370855324,2.3829813060555,"CNV-mRNA"
"119","APBB1",0.08278580152941,0.00087149988404991,3.33527552150429,"CNV-mRNA"
"120","APBB2",0.108772027254179,1.18958112833888e-05,4.39323269094053,"CNV-mRNA"
"121","APC",0.184283443468817,8.53646319936733e-14,7.52785716275038,"CNV-mRNA"
"122","API5",0.224811679929136,6.13121304542798e-20,9.26324434197316,"CNV-mRNA"
"123","APIP",0.22500683122774,5.68608838077516e-20,9.27171406612948,"CNV-mRNA"
"124","APOA1",0.022474307851374,0.366891580853794,0.902565132064646,"CNV-mRNA"
"125","APOA2",-0.0381097682013923,0.125913994854255,-1.53120884792083,"CNV-mRNA"
"126","APOB",-0.00339727590835104,0.891521739606125,-0.136400462936925,"CNV-mRNA"
"127","APOBR",-0.0195837721435639,0.431728987784113,-0.786433786816521,"CNV-mRNA"
"128","APOL1",0.0501444850540817,0.0439841323790597,2.01582298215892,"CNV-mRNA"
"129","APPL1",0.194788806074974,2.89745827487241e-15,7.97344568178079,"CNV-mRNA"
"130","APRT",0.269576458338915,2.84734383191596e-28,11.23951757142,"CNV-mRNA"
"131","APTX",0.384920989658184,3.78568086067053e-58,16.7446533169744,"CNV-mRNA"
"132","AQP1",0.020111460098877,0.419421133662739,0.807632836213964,"CNV-mRNA"
"133","AR",0.037431986599351,0.148005416965951,1.4473622812168,"CNV-mRNA"
"134","ARAF",0.162486689572378,2.62633094956014e-10,6.36294019136934,"CNV-mRNA"
"135","ARAP1",0.138701257238462,2.20601067696384e-08,5.62316865846476,"CNV-mRNA"
"136","ARAP3",0.0273432654797019,0.272265861466721,1.09823507420164,"CNV-mRNA"
"137","ARCN1",0.212389344237149,6.43004744786234e-18,8.72646589744862,"CNV-mRNA"
"138","ARFGAP1",0.246131925567171,1.06561689187115e-23,10.1957876291173,"CNV-mRNA"
"139","ARFGAP2",0.231122624673939,5.16855833551347e-21,9.53774665587972,"CNV-mRNA"
"140","ARFGAP3",0.189325557018003,1.72461456005152e-14,7.7413757083714,"CNV-mRNA"
"141","ARFGEF1",0.308398300048181,6.65195848300309e-37,13.0165677315276,"CNV-mRNA"
"142","ARFGEF2",0.254753363659873,2.51270154080108e-25,10.5772616866071,"CNV-mRNA"
"143","ARFGEF3",0.143955225922577,6.31305566791129e-08,5.43911533044824,"CNV-mRNA"
"144","ARFIP1",0.195905784667524,1.99890020296136e-15,8.0209872589246,"CNV-mRNA"
"145","ARHGAP1",0.151773135458503,8.88582055765936e-10,6.16506899325821,"CNV-mRNA"
"146","ARHGAP10",0.0701821038405624,0.00478990501936097,2.8247571013591,"CNV-mRNA"
"147","ARHGAP12",0.17730181612169,7.26107482079187e-13,7.23321753739741,"CNV-mRNA"
"148","ARHGAP15",-0.139945189326423,1.64518094552564e-08,-5.67460247268052,"CNV-mRNA"
"149","ARHGAP17",0.128996140281742,1.99186487352863e-07,5.2227948387077,"CNV-mRNA"
"150","ARHGAP21",0.205226770920787,8.2700872149909e-17,8.41900041129588,"CNV-mRNA"
"151","ARHGAP22",0.077519387233345,0.0018295607634166,3.12177558371847,"CNV-mRNA"
"152","ARHGAP23",0.135299035687343,4.85656977986658e-08,5.48263221857232,"CNV-mRNA"
"153","ARHGAP24",-0.00764033713580827,0.759060843323496,-0.30676634901385,"CNV-mRNA"
"154","ARHGAP25",-0.126261130655733,3.60068848560426e-07,-5.11024611391425,"CNV-mRNA"
"155","ARHGAP26",0.0756166165943418,0.00236681815716843,3.04470305939626,"CNV-mRNA"
"156","ARHGAP27",0.00279458885051978,0.910676897855464,0.112202397439822,"CNV-mRNA"
"157","ARHGAP29",0.0879910300711798,0.000401442617304505,3.54657140569704,"CNV-mRNA"
"158","ARHGAP30",-0.0949858201479022,0.000132531608604522,-3.83097533781605,"CNV-mRNA"
"159","ARHGAP31",-0.0409442072252555,0.100107427144743,-1.64527812123294,"CNV-mRNA"
"160","ARHGAP32",0.193261875286122,4.79571013656655e-15,7.90850757374044,"CNV-mRNA"
"161","ARHGAP35",0.177357326662576,7.14092962877855e-13,7.23555568578349,"CNV-mRNA"
"162","ARHGAP39",0.274419205280301,2.82481406900733e-29,11.4577140074405,"CNV-mRNA"
"163","ARHGAP4",-0.0773275433682207,0.00277277079410837,-2.99686001470763,"CNV-mRNA"
"164","ARHGAP45",-0.0273863420179607,0.305844791370822,-1.02435510794067,"CNV-mRNA"
"165","ARHGAP5",0.261177005608554,1.40188010120353e-26,10.8632364723557,"CNV-mRNA"
"166","ARHGAP6",-0.0480193518734334,0.0634254714450311,-1.85757983007411,"CNV-mRNA"
"167","ARHGAP9",-0.11231763331713,6.09286452818829e-06,-4.53823786403169,"CNV-mRNA"
"168","ARHGDIA",0.188370415460545,2.34296936796188e-14,7.70088014407761,"CNV-mRNA"
"169","ARHGDIB",-0.0296444895383726,0.233930479889756,-1.19074127276277,"CNV-mRNA"
"170","ARHGEF1",0.0777118705901451,0.00178197350769462,3.12957409992648,"CNV-mRNA"
"171","ARHGEF10",0.085410116915821,0.00059268818939536,3.44176889995628,"CNV-mRNA"
"172","ARHGEF10L",0.141435339038238,1.15379709550289e-08,5.73625293767172,"CNV-mRNA"
"173","ARHGEF11",0.275244766058572,1.89620703407167e-29,11.4950041668353,"CNV-mRNA"
"174","ARHGEF12",0.182943499285379,1.29596196962941e-13,7.47121879210065,"CNV-mRNA"
"175","ARHGEF16",0.18056423802577,2.69878424544548e-13,7.37075523894754,"CNV-mRNA"
"176","ARHGEF17",0.152557434273788,7.26164899759127e-10,6.19768457618356,"CNV-mRNA"
"177","ARHGEF18",0.191501345130912,8.52963778391241e-15,7.83370888370425,"CNV-mRNA"
"178","ARHGEF2",0.191549437810639,8.39713166752719e-15,7.83575112458763,"CNV-mRNA"
"179","ARHGEF26",0.139587727633421,1.79034508326765e-08,5.65981943554736,"CNV-mRNA"
"180","ARHGEF28",0.106171574700072,1.91839018041202e-05,4.28698979220549,"CNV-mRNA"
"181","ARHGEF35",0.148162377090687,2.22054558653146e-09,6.01506591978837,"CNV-mRNA"
"182","ARHGEF40",0.0884242276190921,0.000375648534316238,3.56416914738333,"CNV-mRNA"
"183","ARHGEF5",0.156163706683069,2.83226178274257e-10,6.34780915307521,"CNV-mRNA"
"184","ARHGEF6",-0.0540862608144799,0.0365245569574419,-2.09292188278938,"CNV-mRNA"
"185","ARHGEF7",0.29571740395716,6.19286644653402e-34,12.4288452122039,"CNV-mRNA"
"186","ARID1A",0.151458069954339,9.63353648030928e-10,6.15197014650915,"CNV-mRNA"
"187","ARID3A",0.0140512470494386,0.57280929708836,0.564034302630344,"CNV-mRNA"
"188","ARID4A",0.225829752506073,4.13472003442807e-20,9.30744245778189,"CNV-mRNA"
"189","ARID4B",0.25239111414513,7.11671565904417e-25,10.4724757502794,"CNV-mRNA"
"190","ARID5B",0.0824919059375874,0.00090934888831099,3.32335378087683,"CNV-mRNA"
"191","ARL6IP4",0.0013925795919919,0.95541905141686,0.0559117346315745,"CNV-mRNA"
"192","ARL6IP6",0.186608913659466,4.10534451114601e-14,7.62625628264156,"CNV-mRNA"
"193","ARMC1",0.273850016944629,3.71526936382885e-29,11.432020024334,"CNV-mRNA"
"194","ARMC10",0.266057126432501,1.48215460518509e-27,11.0815276606716,"CNV-mRNA"
"195","ARMCX3",0.122388030524593,2.09058350066618e-06,4.76321928347628,"CNV-mRNA"
"196","ARNT",0.243185077841914,3.71198190980545e-23,10.065994847017,"CNV-mRNA"
"197","ARPP19",0.197727599357644,1.08580213868173e-15,8.09859829403526,"CNV-mRNA"
"198","ARRB1",0.101072192717713,4.74567754834913e-05,4.07890792083874,"CNV-mRNA"
"199","ARVCF",0.184047742499753,9.1890617495555e-14,7.51789113235545,"CNV-mRNA"
"200","ASAP1",0.164047676503888,3.34748291948266e-11,6.67692447170725,"CNV-mRNA"
"201","ASAP2",0.146690654639246,3.20515631245737e-09,5.95399653956186,"CNV-mRNA"
"202","ASAP3",0.0944315045216118,0.000145103624633898,3.80841688662178,"CNV-mRNA"
"203","ASCC2",0.264467874728348,3.09687292613146e-27,11.010339766867,"CNV-mRNA"
"204","ASCC3",0.229249584201038,1.08530641429307e-20,9.45614572876811,"CNV-mRNA"
"205","ASH1L",0.284636409645199,1.84666841832267e-31,11.9211853903487,"CNV-mRNA"
"206","ASH2L",0.394484910062778,3.09725018901457e-61,17.236279147749,"CNV-mRNA"
"207","ASPM",0.208400438321958,2.69766746537566e-17,8.55505758571045,"CNV-mRNA"
"208","ASS1",0.0900414164821342,0.000292406456801368,3.62988214417732,"CNV-mRNA"
"209","ASXL2",0.161800712663397,6.21919559915984e-11,6.58299440538154,"CNV-mRNA"
"210","ATAD2",0.269385862518447,3.11541131541479e-28,11.2309489812076,"CNV-mRNA"
"211","ATAD2B",0.156273345598631,2.75138735297157e-10,6.35237732443265,"CNV-mRNA"
"212","ATAT1",0.230299004148571,7.167915430764e-21,9.50185105204127,"CNV-mRNA"
"213","ATF2",0.150277461438585,1.30202735825924e-09,6.10290338600338,"CNV-mRNA"
"214","ATF7",0.127352710098018,2.84710128733796e-07,5.15515148109139,"CNV-mRNA"
"215","ATF7IP",0.149941085378842,1.41811059855644e-09,6.08892830573191,"CNV-mRNA"
"216","ATG13",0.201679517609778,2.83099229311573e-16,8.26725526189941,"CNV-mRNA"
"217","ATG16L1",0.187587077227245,3.00871953006929e-14,7.66768551786781,"CNV-mRNA"
"218","ATG2A",0.160739517828059,8.30768726062967e-11,6.53866982157569,"CNV-mRNA"
"219","ATG2B",0.256232382524147,1.30212094591988e-25,10.6429717273712,"CNV-mRNA"
"220","ATG9A",0.175000045390197,1.44348954655451e-12,7.13632755911865,"CNV-mRNA"
"221","ATL1",0.126813344793271,3.19815965615714e-07,5.13296071624841,"CNV-mRNA"
"222","ATL3",0.127972001286058,2.4898141652857e-07,5.1806363202312,"CNV-mRNA"
"223","ATN1",0.173959567560822,2.12327542677807e-12,7.08156156765112,"CNV-mRNA"
"224","ATP13A1",0.186893045242707,3.75163412037665e-14,7.63828799148463,"CNV-mRNA"
"225","ATP13A3",0.229757406764772,8.88144608978656e-21,9.47825853551301,"CNV-mRNA"
"226","ATP1A1",0.111550382540385,7.05415071753771e-06,4.50684481406782,"CNV-mRNA"
"227","ATP2B1",0.120179462793315,1.28550451563329e-06,4.86039903994158,"CNV-mRNA"
"228","ATP2B4",0.195117176066445,2.59848503871502e-15,7.98741862504198,"CNV-mRNA"
"229","ATP7A",0.135565374441772,1.42816062477027e-07,5.28696619784677,"CNV-mRNA"
"230","ATRX",0.0838398270193218,0.00118028792288339,3.24987403573062,"CNV-mRNA"
"231","ATXN1",0.0729182042555948,0.00338760955827037,2.93454924154192,"CNV-mRNA"
"232","ATXN1L",0.294272639015011,1.32069884598546e-33,12.3623501383406,"CNV-mRNA"
"233","ATXN2",0.223330022627303,1.08408284116147e-19,9.19897741880574,"CNV-mRNA"
"234","ATXN2L",0.160391500448502,9.13137839671601e-11,6.52413871275513,"CNV-mRNA"
"235","ATXN3",0.256260603921843,1.28583672182957e-25,10.6442263271434,"CNV-mRNA"
"236","AUTS2",0.181564091019237,1.98525377609899e-13,7.41295730212938,"CNV-mRNA"
"237","AZI2",0.148996667126147,1.80053707658358e-09,6.049703048037,"CNV-mRNA"
"238","BABAM1",0.278203757459286,4.49293829174701e-30,11.6288871673372,"CNV-mRNA"
"239","BACH1",0.0889320249040466,0.000347385144166301,3.58479994270898,"CNV-mRNA"
"240","BAD",0.193393664558455,4.59236452559709e-15,7.91411001484103,"CNV-mRNA"
"241","BAG1",0.258670523630832,4.36488513967728e-26,10.7514687209667,"CNV-mRNA"
"242","BAG3",0.115100794596597,3.55279354446422e-06,4.65218391430276,"CNV-mRNA"
"243","BAG6",0.236304172929003,6.4144442185086e-22,9.76407335163359,"CNV-mRNA"
"244","BAHD1",0.156305533617608,2.72807498775358e-10,6.35371850329799,"CNV-mRNA"
"245","BAIAP2",0.205574142475055,7.32224885230489e-17,8.43387884741787,"CNV-mRNA"
"246","BAIAP2L1",0.139154048727418,1.983196419895e-08,5.64188742019299,"CNV-mRNA"
"247","BAP1",0.220158729770849,3.6215609154914e-19,9.06164734094221,"CNV-mRNA"
"248","BASP1",0.0597781421249897,0.0163455924063347,2.40362954059551,"CNV-mRNA"
"249","BAZ1A",0.214724606516872,2.74007627367175e-18,8.82702639511855,"CNV-mRNA"
"250","BAZ1B",0.217330071477472,1.04549722099855e-18,8.93940971345952,"CNV-mRNA"
"251","BAZ2A",0.175788363936941,1.14199250018648e-12,7.16949709629384,"CNV-mRNA"
"252","BAZ2B",0.133198985642969,7.82918936548631e-08,5.39598386388211,"CNV-mRNA"
"253","BBX",0.142105874966859,9.82357829201386e-09,5.76400729880303,"CNV-mRNA"
"254","BCAR1",0.160943430438575,7.85927474352915e-11,6.54718514631545,"CNV-mRNA"
"255","BCAR3",0.120259370389085,1.26468311104367e-06,4.86367813781638,"CNV-mRNA"
"256","BCAS1",0.00141327349072757,0.954757277820298,0.0567425913203616,"CNV-mRNA"
"257","BCAS3",0.284975250659251,1.5572389123907e-31,11.9366303331774,"CNV-mRNA"
"258","BCCIP",0.271814880846391,9.84379918636147e-29,11.3402569990594,"CNV-mRNA"
"259","BCKDHA",0.012695986753492,0.610274403154307,0.509781397732309,"CNV-mRNA"
"260","BCL11A",0.0736991188076343,0.00305082880572521,2.96706784485952,"CNV-mRNA"
"261","BCL11B",-0.0139434256662894,0.57563971994353,-0.559879061793094,"CNV-mRNA"
"262","BCL2L13",0.311338558235507,1.29804009619776e-37,13.1539179728178,"CNV-mRNA"
"263","BCL3",0.0198833106528855,0.42471703494284,0.798467202432392,"CNV-mRNA"
"264","BCL6",0.121387260593695,1.0032252918672e-06,4.90997264238152,"CNV-mRNA"
"265","BCL7C",0.201373559969141,3.21138825735626e-16,8.25162230292972,"CNV-mRNA"
"266","BCL9",0.288784817588055,2.25392718802007e-32,12.1106139608323,"CNV-mRNA"
"267","BCL9L",0.12590566520739,3.88519037582739e-07,5.09562706560573,"CNV-mRNA"
"268","BCLAF1",0.181183051177513,2.23216191878307e-13,7.39687147497474,"CNV-mRNA"
"269","BCLAF3",0.111518178011079,2.89017867917585e-05,4.19581849335818,"CNV-mRNA"
"270","BCOR",0.0681040224111088,0.00843572130294261,2.63761967238826,"CNV-mRNA"
"271","BCR",0.267312894047981,8.25044929463408e-28,11.1378464272107,"CNV-mRNA"
"272","BET1L",0.178618224241309,4.88126689508161e-13,7.28868495514946,"CNV-mRNA"
"273","BICC1",-0.015310904603041,0.538773185466707,-0.614800595862742,"CNV-mRNA"
"274","BICD2",0.213415382926488,4.42571633689484e-18,8.77062951640426,"CNV-mRNA"
"275","BICDL2",0.158368515744069,2.55420307889138e-09,5.99705556764339,"CNV-mRNA"
"276","BICRA",0.0833547010372278,0.0017993536878894,3.12750267655884,"CNV-mRNA"
"277","BIN1",0.0492080809089238,0.0480889290166639,1.97808701670422,"CNV-mRNA"
"278","BIN2",-0.139202083006959,1.96088206428412e-08,-5.6438734071496,"CNV-mRNA"
"279","BIRC2",0.133571766435238,7.19672328275268e-08,5.41135941271675,"CNV-mRNA"
"280","BIRC6",0.135177206936316,4.99398581674303e-08,5.47760350317115,"CNV-mRNA"
"281","BLNK",0.072598937963212,0.00352028729617883,2.92253896747817,"CNV-mRNA"
"282","BLOC1S3",0.147785730794245,2.44006622036943e-09,5.99943304354064,"CNV-mRNA"
"283","BLVRA",0.158417363164218,1.55499768441518e-10,6.44175771704827,"CNV-mRNA"
"284","BMP2K",0.0391483841581128,0.115914474496318,1.57300250541956,"CNV-mRNA"
"285","BMS1",0.26928578470167,3.26603234647587e-28,11.2264503663405,"CNV-mRNA"
"286","BNIP2",0.12445977957915,5.28232172103962e-07,5.03618334635498,"CNV-mRNA"
"287","BNIP3",0.159496821729356,1.17867858471093e-10,6.4847814231964,"CNV-mRNA"
"288","BNIP3L",0.226130222503874,3.67949333768252e-20,9.32049305190525,"CNV-mRNA"
"289","BOD1L1",0.209474130018768,1.83905392159064e-17,8.60115113621587,"CNV-mRNA"
"290","BOLA1",0.281180101078298,1.08080122494999e-30,11.7602678976042,"CNV-mRNA"
"291","BOP1",0.318757164272541,1.93467255014747e-39,13.5023413562991,"CNV-mRNA"
"292","BORCS6",0.133942637712068,4.9079101268329e-07,5.05363138568476,"CNV-mRNA"
"293","BPTF",0.225818200477824,4.153290203609e-20,9.30694076365374,"CNV-mRNA"
"294","BRAF",0.258033429595441,5.81427611226324e-26,10.723096971182,"CNV-mRNA"
"295","BRAP",0.229828596894614,8.63497364433322e-21,9.48135911655733,"CNV-mRNA"
"296","BRCA1",0.268366167206024,5.03542181513567e-28,11.185130815707,"CNV-mRNA"
"297","BRD1",0.225109400146709,5.46509033292453e-20,9.27616611126395,"CNV-mRNA"
