"","blcdb9-I","263d3f-I","c4155b-C"
"CAMK4",-1.70260932161554,0.0574533506897451,0
"CAMKK1",-1.622822389781,0.200930456143937,0
"CAMKK2",-0.769480778248191,1.21398550949953,0
"CAMKMT",1.1738165487982,-0.81545260366532,0
"CAMLG",-1.35601838833531,0.595140678342399,0
"CAMP",-1.23275490103879,0,0.747527427202522
"CAMSAP1",-1.18975315395804,0.797375402543788,0
"CAMSAP2",-1.4650848662319,0.446501565661744,0
"CAMSAP3",0.0037087367727208,0,-1.73019346119389
"CAND1",1.5215100356976,0,-0.363413745484187
"CAND2",1.1738165487982,-0.81545260366532,0
"CANT1",1.65431048918515,-0.146211389327543,0
"CANX",1.24960155613124,-0.727557149106691,0
"CAP1",-1.72130464965189,0,0.0212959317713933
"CAP2",0.297925648361548,-1.56376314077575,0
"CAPG",1.19804372696512,-0.787887802360762,0
"CAPN1",1.22243254381379,-0.759638938123948,0
"CAPN13",-1.51609463217932,0,0.371595459175063
"CAPN15",-1.61353235452834,0.216652117309297,0
"CAPN2",1.15062129292994,-0.841394326418296,0
"CAPN5",0.948703076478252,-1.05043430066105,0
"CAPN6",1.1738165487982,-0.81545260366532,0
"CAPN7",1.56117039194997,-0.302032121212429,0
"CAPN8",1.1738165487982,-0.81545260366532,0
"CAPN9",1.1738165487982,-0.81545260366532,0
"CAPNS1",0,-1.66982722514469,0.118374265575794
"CAPRIN1",0,0.765935852081836,-1.21703416860513
"CAPS",-1.70856973924903,0,0.0460440061713657
"CAPZA1",1.36762176217318,-0.57999608072472,0
"CAPZA2",1.49081190001352,-0.409197838781226,0
"CAPZB",-1.14968161406162,0,0.842436208840297
"CARD10",1.1738165487982,-0.81545260366532,0
"CARD11",-1.44186728434606,0,0.47938467008809
"CARD14",-0.29834840358965,0,1.56349656999893
"CARD16",-1.68492699028675,0,0.0906848199986654
"CARD19",1.35193391699459,0,-0.600436587823281
"CARD6",1.1738165487982,-0.81545260366532,0
"CARD8",0,-1.22774809161568,0.753413768681324
"CARD9",1.59800746162598,0,-0.242523568128707
"CARHSP1",0,-0.547075249109286,1.39245502364613
"CARM1",1.34680561855012,-0.607060376209544,0
"CARMIL1",1.70829755710947,0,-0.046567376668625
"CARMIL2",1.70634726876264,0,-0.050310869519947
"CARNMT1",0,0.123670687016474,-1.66690094953349
"CARS",1.4215278966742,-0.507613591357712,0
"CARS2",1.3320743591688,-0.625931638241232,0
"CARTPT",1.38054787957097,-0.562948173073628,0
"CASC3",0,1.63290331718072,-0.183658369134169
"CASC4",0.0686544490062612,-1.69670279400427,0
"CASD1",-1.56553512243142,0,0.295112225831637
"CASK",-1.55846168219615,0,0.306309526112996
"CASKIN1",1.1738165487982,-0.81545260366532,0
"CASKIN2",0,-0.832083686719013,1.15899071304118
"CASP1",1.42277846628745,-0.505893017158793,0
"CASP10",-0.071770693014898,0,1.69504987056976
"CASP14",0,-1.28764482510365,0.681499474118667
"CASP2",1.57760552545172,-0.275796037080034,0
"CASP3",1.51042648796571,-0.380110000004817,0
"CASP4",-0.201673814829494,0,1.62238558382342
"CASP6",1.57964787284294,0,-0.272501083695762
"CASP7",0,0.0772123942751511,-1.69215337155697
"CASP8",1.61940621619529,-0.206733132013388,0
"CASP8AP2",1.56646078414804,-0.293640286696063,0
"CASP9",1.67041967859675,0,-0.117299254105744
"CASS4",0.616669236219073,-1.33932714627833,0
"CAST",-0.946433211242715,0,1.0526268111461
"CASTOR1",1.72747573643581,0,-0.00911417251934056
"CASTOR2",1.64503197306979,0,-0.162574037617006
"CASZ1",-0.818751977027618,1.17088788188411,0
"CAT",0,-0.0759273727648506,1.69283851940216
"CATSPERG",1.1738165487982,-0.81545260366532,0
"CAV1",-1.26307344888062,0,0.711401880652873
"CAV2",-1.62023800548442,0,0.205322578141637
"CAVIN1",-0.238377437342611,0,1.60051536867177
"CAVIN2",-1.20841477785552,0,0.775937637326831
"CAVIN3",-1.35466638462952,0,0.596895688132582
"CBFA2T2",-1.3879674835119,0.5530766812129,0
"CBFB",-0.839544460978942,0,1.15228814479186
"CBL",1.33164731852778,-0.626475286140507,0
"CBLB",0,-1.38680132801934,0.554632411454618
"CBLC",1.1738165487982,-0.81545260366532,0
"CBLL1",-1.65385208253802,0,0.147024659132964
"CBR1",1.0709102596848,-0.927372068351687,0
"CBR3",0.967366805270899,-1.03228199869961,0
"CBR4",1.5467199461242,-0.324703347605771,0
"CBS",0,-0.833238175997908,1.15795565031764
"CBWD2",1.40458210526547,-0.5307384815537,0
"CBWD3",1.56000952350754,-0.303866870370784,0
"CBX1",0,1.70791519749257,-0.0473022187483335
"CBX2",1.1738165487982,-0.81545260366532,0
"CBX3",1.41211770729373,0,-0.520498395551326
"CBX4",0,0.732594537130074,-1.2453723418469
"CBX5",0,0.473865632287258,-1.44579964087464
"CBX6",-1.36183401601071,0.587568736741948,0
"CBX7",-1.7251421924959,0,0.0137355348765808
"CBX8",0.35023957649316,0,-1.53016587090071
"CBY1",1.1738165487982,-0.81545260366532,0
"CC2D1A",1.42025792384678,-0.509358870042481,0
"CC2D1B",0,0.5684084413273,-1.37642333627707
"CC2D2A",0.302463721083698,0,-1.56089744913986
"CCAR1",0.597071858780787,0,-1.35453058366619
"CCAR2",0,1.4994121882511,-0.396514790910593
"CCDC102A",-1.57846401888252,0.274411965683843,0
"CCDC106",1.1738165487982,-0.81545260366532,0
"CCDC112",1.65464510030654,0,-0.145617424369149
"CCDC115",1.34648525690537,-0.607473222039666,0
"CCDC117",0,-0.126195170884811,1.66550187196061
"CCDC12",-1.56483659585903,0,0.296221967031533
"CCDC120",1.71768529665104,-0.0283821914144482,0
"CCDC124",-0.613206301227481,1.34202765223485,0
"CCDC125",0,1.67466453104294,-0.109570069120299
"CCDC126",1.21481101050892,-0.76852169360445,0
"CCDC127",-1.46979617201412,0.439739904843523,0
"CCDC130",-1.50719385255523,0.38494381437017,0
"CCDC134",1.38522283832811,-0.556735716795626,0
"CCDC137",-1.53860830743192,0.337273162708928,0
"CCDC14",1.1738165487982,-0.81545260366532,0
"CCDC144A",-0.276564476651994,0,1.57712851939084
"CCDC149",-1.3301947343358,0.628323089048474,0
"CCDC168",1.29221802842636,-0.67587034464891,0
"CCDC174",1.41726008211263,0,-0.513470770962723
"CCDC178",0.0383579011488266,-1.71255327571364,0
"CCDC186",-1.44557324403483,0.474183927786532,0
"CCDC22",1.01125386376061,-0.988703760192882,0
"CCDC25",-1.63575539213925,0.178730663726503,0
"CCDC28A",1.47982972645644,0,-0.425236622854978
"CCDC28B",1.71825151391375,-0.0272764097822588,0
"CCDC32",1.19683322982629,-0.789276674321796,0
"CCDC43",0,1.61039300648436,-0.221923632623003
"CCDC47",-0.144928396175308,0,1.65503307252858
"CCDC50",-1.16705549955597,0.823058932839597,0
"CCDC51",1.7314562461318,-0.00118851121815307,0
"CCDC58",1.73151037794099,-0.00108035385869751,0
"CCDC59",0,-1.13864819599627,0.854617689546502
"CCDC6",-1.34427488740218,0.610318703823997,0
"CCDC61",0.960500547989662,0,-1.03898605488349
"CCDC71L",-1.68491199884004,0.0907126172423897,0
"CCDC74A",0.651683285045424,-1.31168138693193,0
"CCDC77",1.1738165487982,-0.81545260366532,0
"CCDC8",-0.986331252339777,1.01360675063206,0
"CCDC80",0,-1.72090060254752,0.0220891239723167
"CCDC82",-0.464694632303805,0,1.45230225394599
"CCDC84",-1.6746075266395,0,0.109674179291253
"CCDC85B",1.1738165487982,-0.81545260366532,0
"CCDC85C",-1.48250562502308,0,0.421344625912955
"CCDC86",-1.47940725100826,0.425850165295821,0
"CCDC88A",-1.58403469897071,0.265397211764199,0
"CCDC88B",-1.60816420587479,0.225653744359054,0
"CCDC88C",-0.822590879388192,1.1674724925431,0
"CCDC9",-1.56243404690918,0.300032201652295,0
"CCDC90B",1.4206922873664,-0.508762165066767,0
"CCDC91",-1.63056397992007,0,0.1876865192866
"CCDC92",0,-1.27877524521635,0.692359502099218
"CCDC93",-0.618383910836128,0,1.33798775673063
"CCDC94",-1.03638101751065,0,0.963172306326688
"CCDC97",-0.975506738892161,1.02429489426179,0
"CCHCR1",1.1738165487982,-0.81545260366532,0
"CCL14",-0.397402248811534,0,1.49881281941904
"CCL18",1.4971220876372,-0.399902752315875,0
"CCL19",1.1738165487982,-0.81545260366532,0
"CCL21",-1.14543781350408,0,0.847132902961303
"CCL28",1.07282320780665,-0.925363951232826,0
"CCL5",-1.34276308524291,0.612261894116995,0
"CCM2",1.59990512481543,-0.23938746553886,0
"CCNA2",1.1738165487982,-0.81545260366532,0
"CCNB1",-0.365092054943495,1.52040166507869,0
"CCNB2",1.1738165487982,-0.81545260366532,0
"CCNC",1.48545221916693,0,-0.417047048594043
"CCND1",1.2974328531554,0,-0.669426582987183
"CCNDBP1",-1.49989948686577,0,0.39579287468641
"CCNE1",-1.34940364395176,0,0.603708266480586
"CCNE2",1.1738165487982,-0.81545260366532,0
"CCNH",0,0.0550287825409485,-1.70388067480169
"CCNK",1.46137682803714,-0.451801892435176,0
"CCNL1",-1.47428455581697,0.433269524133711,0
"CCNL2",0.608912289150587,-1.34536789697915,0
"CCNO",1.1738165487982,-0.81545260366532,0
"CCNT1",-1.20902695072285,0.775229389928829,0
"CCNT2",-0.822075382411994,1.16793160843986,0
"CCNY",0,-1.67853185699884,0.102486748045773
"CCNYL1",-1.14728784781119,0,0.845087180179518
"CCP110",-1.02632730020867,0.973439593748846,0
"CCPG1",1.12232084546789,-0.87247026188158,0
"CCS",0.67180355609355,-1.2955117153739,0
"CCSAP",1.1738165487982,-0.81545260366532,0
"CCSER2",-1.68855635146691,0.0839368241133232,0
"CCT2",1.19582879788107,-0.790428179322748,0
"CCT3",1.27993468462598,-0.690944150731731,0
"CCT4",1.03472788185581,-0.964865345614035,0
"CCT5",1.20326309107674,-0.781885151230894,0
"CCT6A",1.22595717700703,-0.755513921563201,0
"CCT6B",0.747999112577273,-1.23235438842209,0
"CCT7",1.33836457281943,-0.617901705669431,0
"CCT8",1.01767970121666,-0.982215486828435,0
"CCZ1",1.23311927282795,0,-0.747098181455011
"CD109",1.60462842332318,-0.231550246232932,0
"CD14",0.282757142872016,-1.57327483337096,0
"CD151",-1.51838608976644,0,0.368139098632097
"CD163",-0.875611184159878,0,1.11942874822681
"CD177",-1.31956462327996,0.641779021429275,0
"CD180",0.904355524417275,-1.09268657296516,0
"CD1A",1.1738165487982,-0.81545260366532,0
"CD2",1.1738165487982,-0.81545260366532,0
"CD200",1.19646952925634,-0.789693727467451,0
"CD207",0.0899425645779802,-1.68532717500323,0
"CD209",0,-0.223409984456886,1.60950562362707
"CD244",1.13198732992009,0,-0.861925630264757
"CD247",-1.68726568470592,0.0863407496970461,0
"CD248",-1.39097959044921,0,0.549051017370673
"CD27",0.173654387244693,-1.63868232977734,0
"CD276",-0.922894564182063,0,1.07517212997963
"CD2AP",-1.01114676418898,0,0.98881166398721
"CD2BP2",0,1.67244258898418,-0.113621766183686
"CD300A",-0.817168859703309,1.17229389913144,0
"CD300LG",0,-0.513234564493393,1.41743251132486
"CD320",0.195000622683496,-1.62629813043292,0
"CD33",-1.50751719350067,0.38446103648172,0
"CD34",-0.262873450494729,0,1.58558778295534
"CD36",0,-1.38613790808137,0.555516755806596
"CD37",1.1738165487982,-0.81545260366532,0
"CD38",-1.08370195685657,0,0.913893694077484
"CD3D",1.1738165487982,-0.81545260366532,0
"CD3E",1.1738165487982,-0.81545260366532,0
"CD3EAP",0.931287684498767,-1.06717298846644,0
"CD3G",1.1738165487982,-0.81545260366532,0
"CD4",-1.69880274406008,0,0.0646839235416895
"CD40",-1.64249225301202,0,0.167017198269647
"CD44",-1.1896693991449,0,0.797470956723485
"CD46",-1.6029835543979,0,0.234284643293132
"CD47",-0.578311936798031,0,1.36890509133844
"CD48",1.66172456483895,-0.132986047432316,0
"CD5",-1.71720393732754,0.0293214391930567,0
"CD53",-1.04750712801979,0,0.951728259856733
"CD55",-1.08343781234923,0.914173218977156,0
"CD58",-0.899697988272344,0,1.0970536037749
"CD59",-0.768070730534899,1.21519898737499,0
"CD5L",-1.14464475873812,0.848009019361533,0
"CD6",1.1738165487982,-0.81545260366532,0
"CD63",-0.547339324671856,1.39225793145404,0
"CD68",1.62703290742405,-0.193743660965131,0
"CD74",-1.70726038868465,0.04855962710394,0
"CD79A",1.1738165487982,-0.81545260366532,0
"CD81",0,-1.31092626559623,0.652628700609408
"CD82",-0.78507136446493,0,1.20049514437538
"CD84",-1.40462236908928,0,0.530683949342972
"CD8A",1.1738165487982,-0.81545260366532,0
"CD9",0,1.24836054312471,-0.729036993246603
"CD93",-0.260133132496123,0,1.58727092680137
"CD99",-0.642716271621512,0,1.31882077078593
"CD99L2",-0.576948143375137,1.36994328528021,0
"CDA",1.47462134028925,-0.432782884693044,0
"CDAN1",-1.67341599378675,0.111848371386352,0
"CDC123",1.39916771731474,0,-0.538053921195123
"CDC14A",-0.119848727588095,1.66901381088764,0
"CDC16",-0.761211223956807,1.22108665072116,0
"CDC20",-1.66266105837085,0.131305774790709,0
"CDC20B",0.390324749725973,-1.50358273324285,0
"CDC23",0.833102809597409,0,-1.15807705343539
"CDC25B",1.1738165487982,-0.81545260366532,0
"CDC25C",1.1738165487982,-0.81545260366532,0
"CDC26",-1.16866610373857,0.821250333590075,0
"CDC27",-0.334218752575424,1.54058596219342,0
"CDC34",-1.37108863819562,0,0.575442183469979
"CDC37",1.59487601609854,0,-0.247682975356591
"CDC37L1",-1.63539764297037,0,0.179349779148321
"CDC40",0.104651077759074,-1.67735249877455,0
"CDC42",1.42961471937134,-0.496452858276441,0
"CDC42BPA",-1.37902320737055,0,0.564968864536564
"CDC42BPB",0,-0.79205978405405,1.19440431719484
"CDC42BPG",-1.58758947962466,0,0.259613886096359
"CDC42EP1",1.48132694529609,-0.42306023204084,0
"CDC42EP2",1.01373379770926,0,-0.986203039405624
"CDC42EP3",0,-1.10692487915816,0.889117881902365
"CDC42EP4",-1.26483741009687,0,0.709274160146349
"CDC42EP5",1.42369977537687,0,-0.504624202538683
"CDC42SE1",-1.56158994518281,0.301368431118013,0
"CDC42SE2",1.53391068248088,-0.344502491350742,0
"CDC45",1.1738165487982,-0.81545260366532,0
"CDC5L",1.18756282114507,0,-0.799872387677044
"CDC7",1.60285159180214,-0.234503777473982,0
"CDC73",-1.31112131775095,0.652384549305757,0
"CDCA2",1.72339150248224,0,-0.0171906446480133
"CDCA3",1.2275812225377,-0.753609570300043,0
"CDCA5",1.1738165487982,-0.81545260366532,0
"CDCA7L",1.1738165487982,-0.81545260366532,0
"CDCA8",1.57136911770189,0,-0.285809408444064
"CDCP1",1.62869354191534,-0.190898477671963,0
"CDH1",1.71948457069159,0,-0.0248647507810728
"CDH11",-1.57537894016933,0,0.279379363755599
"CDH13",-1.33732394657323,0,0.619233013286964
"CDH2",1.1738165487982,-0.81545260366532,0
"CDH3",-1.26004391375476,0,0.715049417272405
"CDH5",0,-0.272502184829413,1.57964719112293
"CDH6",1.1738165487982,-0.81545260366532,0
"CDIPT",-1.40530036120211,0,0.529765403162762
"CDK1",0,0.438056558259784,-1.47096575601467
"CDK10",1.1738165487982,-0.81545260366532,0
"CDK11A",1.06649323581749,-0.93199879957826,0
"CDK11B",-1.42357789363933,0.504792117292405,0
"CDK12",0.483037329146697,0,-1.43925681239796
"CDK13",1.35252903328202,-0.599666089072677,0
"CDK14",0.313827487892997,-1.55368095699294,0
"CDK16",1.5477209406213,0,-0.32314450573629
"CDK17",0.505812348103296,0,-1.42283706444871
"CDK18",1.32353806801495,-0.636762920503635,0
"CDK19",-1.04957686367245,0,0.94958984575492
"CDK2",1.2053739762022,-0.779450914975458,0
"CDK2AP1",1.1738165487982,-0.81545260366532,0
"CDK2AP2",1.1738165487982,-0.81545260366532,0
"CDK4",-1.4719275144696,0.436670902030612,0
"CDK5",1.58047473172905,0,-0.271164874935113
"CDK5RAP1",1.38290344249588,-0.559821051391892,0
"CDK5RAP2",-1.30152682793212,0.664349104843528,0
"CDK5RAP3",1.73046883599353,-0.00315962029540389,0
"CDK6",0,-0.0883654800068226,1.68617666094697
"CDK7",-0.820489596218587,1.16934300156276,0
"CDK8",-1.66344457841494,0.129898270528253,0
"CDK9",1.62904320411867,0,-0.190298620336741
"CDKAL1",1.3600532766393,-0.589891198993868,0
"CDKL5",1.1738165487982,-0.81545260366532,0
"CDKN1A",1.1738165487982,-0.81545260366532,0
"CDKN1B",-0.0564663534606132,1.70312717374418,0
"CDKN1C",1.1738165487982,-0.81545260366532,0
"CDKN2A",1.49146851154585,-0.408233360453975,0
"CDKN2AIP",-0.626584811326896,1.33156126736064,0
"CDKN2AIPNL",1.49855482220419,-0.397784088398447,0
"CDKN2B",1.1738165487982,-0.81545260366532,0
"CDKN2C",-0.991409420287328,0,1.00856605039918
"CDNF",1.1738165487982,-0.81545260366532,0
"CDON",0.79466866306651,-1.19212352791287,0
"CDPF1",1.1738165487982,-0.81545260366532,0
"CDR2",1.2833766763494,0,-0.68673487373925
"CDR2L",-1.71965465158496,0.0245317129817395,0
"CDS2",-0.0204861833009867,0,1.72171684934708
"CDT1",1.1738165487982,-0.81545260366532,0
"CDV3",0,1.67714401639454,-0.105033291281274
"CDYL",-1.51192297691761,0.377866842419123,0
"CDYL2",0,1.27743648922723,-0.693992156033541
"CEACAM1",0.902124211365788,-1.0947803605635,0
"CEACAM5",-1.66296022171379,0,0.130768545025889
"CEACAM6",1.6687901286506,0,-0.120253892039674
"CEACAM8",1.1738165487982,-0.81545260366532,0
"CEBPA",-1.66253949716404,0.131524006734855,0
"CEBPB",-1.51569580497814,0.372196198455122,0
"CEBPD",1.1738165487982,-0.81545260366532,0
"CEBPG",-1.72456948951624,0,0.0148669279144449
"CEBPZ",1.59944359062613,-0.240150865306371,0
"CECR2",1.1738165487982,-0.81545260366532,0
"CEL",-1.66903047708445,0.119818534266033,0
"CELF1",-1.5594997496614,0.304671813491932,0
"CELF2",-1.52554785151817,0,0.357283132852766
"CELSR1",1.36623485527202,-0.58181408836787,0
"CELSR2",0.341333820747474,0,-1.53597259963136
"CEMIP",1.1738165487982,-0.81545260366532,0
"CENPB",-1.00769034256,0.992289892854747,0
"CENPC",0.631375713087129,0,-1.3277912372367
"CENPE",1.63111368349698,-0.186741074856982,0
"CENPF",-1.67612566935069,0.106898569514142,0
"CENPH",-1.71395276234571,0,0.0356458493007173
"CENPI",1.1738165487982,-0.81545260366532,0
"CENPK",1.1738165487982,-0.81545260366532,0
"CENPL",1.1738165487982,-0.81545260366532,0
"CENPM",1.1738165487982,-0.81545260366532,0
"CENPN",1.1738165487982,-0.81545260366532,0
"CENPO",0.946319608196034,-1.05273645690985,0
"CENPP",1.1738165487982,-0.81545260366532,0
"CENPQ",1.1738165487982,-0.81545260366532,0
"CENPS",-1.43852001089396,0.484066689051746,0
"CENPT",1.1738165487982,-0.81545260366532,0
"CENPU",0.576544935555542,-1.37025005331259,0
"CENPV",-0.852905928240891,1.14020386115389,0
"CENPX",1.1738165487982,-0.81545260366532,0
"CEP104",1.1738165487982,-0.81545260366532,0
"CEP112",1.46171134194962,0,-0.451324503369141
"CEP120",1.6563125313624,-0.142653498813837,0
"CEP128",-1.30038217491225,0.665770404905203,0
"CEP131",0,-0.525647405912885,1.40833490815526
"CEP135",-1.42944888279226,0.496682558176261,0
"CEP152",1.05980700251403,-0.938975948550448,0
"CEP164",-1.10716519095243,0.888859406809305,0
"CEP170",-1.68822013941083,0,0.0845634847074194
"CEP170B",-1.16473806520727,0.825657575665158,0
"CEP19",1.1738165487982,-0.81545260366532,0
"CEP192",1.46702525871688,0,-0.44372042646144
"CEP250",-1.53112201271142,0.348776930108318,0
"CEP290",1.28628103144228,0,-0.683174239951077
"CEP350",-1.67443010722533,0.109998154705834,0
"CEP41",1.62737970433247,-0.193149992816609,0
"CEP44",1.67776701886666,0,-0.103890786356747
"CEP55",-1.72669518529797,0.010662019884881,0
"CEP57",-1.18407239898508,0,0.80384324210379
"CEP63",1.1738165487982,-0.81545260366532,0
"CEP68",0,1.07162646939526,-0.926620535621076
"CEP70",1.1738165487982,-0.81545260366532,0
"CEP76",-0.74326642564472,1.23636749158731,0
"CEP78",-1.01983131678142,0.980036711312402,0
"CEP83",1.1738165487982,-0.81545260366532,0
"CEP85",-1.17543467863902,0.813626653849044,0
"CEP89",1.1738165487982,-0.81545260366532,0
"CEP95",0.647271130861688,0,-1.3151994056278
"CEP97",1.56859885097398,0,-0.290234535606073
"CEPT1",0,-0.539719620652805,1.39793125821659
"CERCAM",-0.787255657423737,0,1.19859432833492
"CERS2",-1.60168055425708,0.236446834324244,0
"CERS4",-1.70842972795041,0.0463132580129292,0
"CERS6",-1.5897481985268,0.256089981455161,0
"CES1",0.716201529643817,-1.25908553449611,0
"CES2",0.411074292548282,-1.48953318987845,0
"CES3",-0.655817564252179,0,1.30837587887081
"CETN2",-1.5028874797086,0,0.391358481661461
"CETN3",0,-0.474178563290466,1.44557706008353
"CETP",-1.18239642876909,0,0.80574631347817
"CFAP157",1.1738165487982,-0.81545260366532,0
"CFAP20",1.47470103594129,0,-0.432667704513633
"CFAP36",-1.72820496068754,0.00766624494477732,0
"CFAP73",-1.7227503045181,0.018453547666161,0
"CFAP97",-1.66551257584198,0.126175875886318,0
"CFB",0,-0.255905314356692,1.58986117224643
"CFD",-0.128645094136535,0,1.66414146176037
"CFDP1",0,1.4793086564623,-0.425993313291274
"CFH",0,-1.38786006876538,0.553220045657764
"CFHR1",-0.746192244059683,0,1.23388796351017
"CFHR2",-0.0284635825365641,0,1.71764359926993
"CFHR3",-1.52504618052939,0,0.358046233980594
"CFHR4",0,-1.00826954631927,0.99170759536515
"CFHR5",0,-1.42421108871739,0.503919570957937
"CFI",-0.348234570512018,0,1.53147631021896
"CFL1",0,-1.70117768627332,0.0601777898678267
"CFL2",0,-1.5569665224004,0.308665043353189
"CFLAR",1.1738165487982,-0.81545260366532,0
"CFP",-0.763934824090944,0,1.21875201633848
"CGA",1.1738165487982,-0.81545260366532,0
"CGGBP1",-0.738508396572231,1.24038986520874,0
"CGN",-0.0571882097652695,1.70274847574602,0
"CGNL1",1.4035806428503,0,-0.532094208934948
"CGREF1",-1.68453529211684,0,0.0914109052694011
"CHAC2",1.4331000402225,-0.491617272127572,0
"CHAD",-0.233687395761307,1.60334310906699,0
"CHADL",1.1738165487982,-0.81545260366532,0
"CHAF1A",-1.38355032116865,0,0.55896117517777
"CHAF1B",-1.68149739408649,0.097027867635286,0
"CHAMP1",-0.794348228878726,1.19240386995081,0
"CHCHD1",-1.65692692628242,0,0.141559665820275
"CHCHD2",-1.5645489135051,0,0.296678750266872
"CHCHD3",-1.5701712113184,0.287724617707526,0
"CHCHD4",-1.57990211822093,0.272090358457966,0
"CHCHD5",1.33394017311436,0,-0.623554113492448
"CHCHD6",-1.40401572969411,0,0.531505358867491
"CHCHD7",-0.84824496513505,0,1.14443110572402
"CHD1",-1.18195390753737,0.80624841113952,0
"CHD1L",1.38351405100306,-0.559009400737932,0
"CHD2",-1.5490956565641,0,0.321000885883901
"CHD3",-0.19545584767761,1.62603185023253,0
"CHD4",-0.917039581271524,1.08072639005984,0
"CHD6",-1.66744630867166,0.122685286537069,0
"CHD7",1.44254412085248,-0.478436172664403,0
"CHD8",1.56553379088189,-0.295114342082572,0
"CHD9",1.1738165487982,-0.81545260366532,0
"CHDH",0,1.71136538602247,-0.0406550706934617
"CHEK1",1.1738165487982,-0.81545260366532,0
"CHEK2",-1.18966966634397,0.797470651890746,0
"CHERP",1.59681224925623,0,-0.244495107737124
"CHFR",-0.986547795312245,1.01339215216162,0
"CHGA",0,-1.55610770953139,0.31001627038835
"CHGB",-0.500231985804646,0,1.42688310378302
"CHI3L1",1.7152706442627,-0.0330862744957632,0
"CHI3L2",1.1738165487982,-0.81545260366532,0
"CHID1",-1.50880688500434,0.382533819541184,0
"CHIT1",0,0.832637537683643,-1.1584942512117
"CHKA",0.48307302592784,-1.43923126954373,0
"CHKB",0,-1.69244993569321,0.0766563416287922
"CHL1",0,-0.382351107561249,1.50892906738538
"CHM",0.200717067316428,0,-1.62294773458487
"CHML",1.61759138993238,0,-0.209805586896585
"CHMP1A",-1.12488031562394,0.869685258009331,0
"CHMP1B",-1.31057305896636,0.653070720213424,0
"CHMP2A",-1.36146754794867,0.588046974189812,0
"CHMP2B",-1.56828630127118,0.290732915678038,0
"CHMP3",-1.0819650012988,0.915730855496329,0
"CHMP4A",-1.5536567626211,0.313865433639958,0
"CHMP4B",0,0.670542008096995,-1.29653169895605
"CHMP4C",-0.206462631356372,1.61956579553081,0
"CHMP5",-1.07138485287955,0,0.926874109744199
"CHMP6",1.62141664611158,-0.203321284393715,0
"CHMP7",1.5122879909724,0,-0.377319181802986
"CHN1",-1.4167291442029,0.514197859422837,0
"CHN2",1.1738165487982,-0.81545260366532,0
"CHORDC1",1.31496778982798,-0.647561998449986,0
"CHP1",1.31101154863778,0,-0.652521954555304
"CHPF",-1.69492256390418,0.0720103743681976,0
"CHPF2",1.1738165487982,-0.81545260366532,0
"CHPT1",1.1738165487982,-0.81545260366532,0
"CHRAC1",1.5037953559323,0,-0.39000846774256
"CHRD",-1.41458214039089,0.517134520057117,0
"CHRDL1",-1.3680003431324,0,0.57949945086834
"CHRM2",1.1738165487982,-0.81545260366532,0
"CHST1",1.1738165487982,-0.81545260366532,0
"CHST11",1.1738165487982,-0.81545260366532,0
"CHST14",-1.45625477634306,0.459092692430006,0
"CHST15",1.1738165487982,-0.81545260366532,0
"CHST3",0.0409595109544737,-1.71120778528951,0
"CHSY1",-1.69640231926464,0.0692215228838466,0
"CHSY3",1.1738165487982,-0.81545260366532,0
"CHTF18",0,1.31191914037187,-0.651385497821913
"CHTF8",-1.45374688961935,0,0.462649562824714
"CHTOP",-1.53413851968892,0.344152703493661,0
"CHUK",-1.11105156942531,0.88467326665426,0
"CHURC1-FNTB",1.71550108883441,-0.0326381407399912,0
"CIAO1",0,1.31627034145645,-0.645925522319305
"CIAPIN1",-1.50336153515429,0,0.390653715384793
"CIB1",0,0.636339361821102,-1.3238729989391
"CIC",-1.57313243706235,0.28298544062172,0
"CILP",-0.743924829377323,1.2358099218618,0
"CILP2",-1.54179592907014,0.332346788376563,0
"CINP",1.6453123989656,0,-0.162082513251473
"CIP2A",1.70940631769812,-0.0444339445786265,0
"CIR1",-0.200996311517052,1.62278370222855,0
"CIRBP",-0.931485843517662,1.06698360064973,0
"CISD1",0,0.670393755782745,-1.29665150941537
"CISD2",1.31742921656831,-0.64446810895052,0
"CISD3",-1.54679782141401,0.324582134098252,0
"CIT",1.68074785382345,-0.098409854851102,0
"CITED2",1.1738165487982,-0.81545260366532,0
"CITED4",1.1738165487982,-0.81545260366532,0
"CIZ1",0,1.32420690980208,-0.635916978306512
"CKAP2",-0.731975743152215,1.24589259346389,0
"CKAP2L",1.1738165487982,-0.81545260366532,0
"CKAP4",1.6383520527807,-0.174228178030964,0
"CKAP5",1.68191636103407,0,-0.0962547173159118
"CKB",0,-1.69323659661318,0.075180145452876
"CKM",1.1738165487982,-0.81545260366532,0
"CKMT1A",0,1.64322758124394,-0.165732317477614
"CKMT2",0.87765366159716,-1.11754492354349,0
"CKS1B",0,-0.548305691716874,1.39153639626422
"CKS2",-1.68615692886178,0,0.0884021357098613
"CLASP1",0.256002471959256,-1.58980173606433,0
"CLASP2",-1.07841329939462,0.919480625480824,0
"CLASRP",-1.60653843563796,0,0.228368165719169
"CLC",1.10743362057385,0,-0.888570637490746
"CLCA2",1.2441403351544,-0.734058926510604,0
"CLCC1",-1.63677468188413,0,0.176965099431358
"CLCN2",1.1738165487982,-0.81545260366532,0
"CLCN3",-1.57485642960284,0,0.280218927097036
"CLCN7",-1.30310339952084,0,0.662389374876462
